x,y,z,category
0.10601461,4.437492,5.507168,shaking
-0.46487558,1.9971532,-0.42630938,shaking
7.964401,3.6418998,3.2487156,shaking
0.9138441,0.62171507,1.7606795,shaking
2.1614091,1.1014898,3.3017006,shaking
-2.6777153,-1.223715,4.852576,shaking
-0.5233723,1.9898105,-0.4828135,shaking
11.56709,2.3983543,6.680428,shaking
3.7884066,1.5601673,2.1691706,shaking
13.214244,5.5494227,5.0759525,shaking
11.894599,3.3604703,6.329653,shaking
13.271305,5.3357906,6.426225,shaking
-0.9233501,4.3732905,6.8200955,shaking
8.842577,1.7716439,3.7333987,shaking
9.514932,6.6653004,2.074252,shaking
-2.4755747,-1.1887611,3.913382,shaking
-0.6774855,2.5779693,-0.03861034,shaking
1.5000585,4.216763,4.1196113,shaking
-1.1313794,2.0072503,-0.55004156,shaking
7.967751,3.218914,5.250425,shaking
-0.21646214,8.345875,2.4332728,shaking
-0.5933375,4.351431,6.3979363,shaking
9.06462,7.059678,2.7086112,shaking
1.5827597,2.1138442,3.0636098,shaking
12.218246,4.88347,6.438276,shaking
1.772268,2.7773962,2.7375705,shaking
13.100821,4.764315,7.4384947,shaking
-0.6671556,2.018789,-0.540452,shaking
8.647787,6.0479345,1.9486026,shaking
11.159886,5.2641845,4.7484183,shaking
8.405429,4.5840254,3.2449765,shaking
10.002266,6.147551,3.6176198,shaking
4.368427,2.3794754,2.8545635,shaking
6.728736,2.933736,2.3293517,shaking
7.9970183,5.971789,1.8853893,shaking
9.789049,7.457663,2.7724903,shaking
12.174241,5.4481688,5.8617144,shaking
2.0095632,3.107699,1.4320607,shaking
-1.7433625,-0.47092193,5.31769,shaking
11.39147,2.2814794,6.0321035,shaking
12.2496,5.1961403,6.3608623,shaking
-0.5858659,1.9987216,-0.5207458,shaking
1.3108006,1.5256964,0.30272722,shaking
3.4214756,6.2560444,1.3548385,shaking
5.7201195,2.7818391,4.2750287,shaking
-2.527187,-1.0937225,4.9815845,shaking
8.336511,1.6819844,4.30038,shaking
3.331759,1.6951423,3.1644201,shaking
2.2425282,3.80105,3.7179291,shaking
-1.9629489,-0.9676774,4.324176,shaking
13.319678,4.3250723,7.1484203,shaking
-1.0005791,4.341786,6.9086843,shaking
4.090757,6.2867393,2.2597277,shaking
-2.5765285,-1.0815066,5.0362797,shaking
12.409013,4.5269947,6.661396,shaking
0.916141,0.41072294,3.0957422,shaking
-0.60179716,2.4472592,-0.0723951,shaking
6.768751,6.9051175,1.6618282,shaking
9.674409,3.6773436,6.637842,shaking
5.200924,6.400381,0.9952135,shaking
1.6159003,7.5514126,2.245094,shaking
-0.66484743,2.5550997,-0.046067048,shaking
2.070835,1.8131537,0.85339767,shaking
9.941148,2.1214688,4.8099074,shaking
-2.891889,-1.2129133,4.724909,shaking
2.09253,3.9645019,3.671575,shaking
-2.7004228,10.431519,3.7016916,shaking
0.6230059,4.660111,4.8655906,shaking
-1.6782553,-0.6030456,4.97156,shaking
10.538597,2.4778976,3.0380013,shaking
0.27176288,0.89739406,3.5494711,shaking
7.186195,3.2473752,4.7749166,shaking
1.9750001,3.0828998,1.421885,shaking
0.6468013,1.3045133,0.11714295,shaking
0.020849712,0.5354275,3.7642443,shaking
7.2640567,5.617719,1.748819,shaking
9.777742,5.859431,3.0277693,shaking
-0.5221761,4.4739866,6.342362,shaking
10.524082,6.633626,4.2082124,shaking
10.976624,6.9859943,3.6899855,shaking
0.30971292,4.541369,5.264046,shaking
12.336299,4.3163233,6.3152556,shaking
12.059618,2.2492435,6.543021,shaking
-0.2046403,2.3200688,0.14145742,shaking
-2.402416,10.130212,4.501249,shaking
-2.0213206,-0.97650445,4.014202,shaking
-0.31618884,8.904393,2.4422235,shaking
-2.4391506,-1.171726,4.997804,shaking
11.839048,6.053468,3.7645895,shaking
0.08164554,4.4314637,5.533437,shaking
12.961396,5.263195,6.621555,shaking
3.8302326,2.670977,2.9885166,shaking
7.663284,4.4034142,2.141931,shaking
-1.0001413,4.3296833,6.902741,shaking
1.6638004,4.2464094,3.9730387,shaking
3.943989,1.5939028,3.033333,shaking
6.25351,3.3790858,4.505605,shaking
9.552425,2.655936,3.7397878,shaking
-0.4670657,3.919995,6.054696,shaking
10.650535,3.068382,5.512519,shaking
-0.7691443,4.4095545,6.6421447,shaking
0.6002889,4.671854,4.8836756,shaking
9.1036625,1.6583282,3.9812646,shaking
10.215858,2.0990102,3.181234,shaking
10.225591,5.214333,2.9258776,shaking
-1.2002538,2.001568,-0.5370256,shaking
10.15342,5.1739106,2.7435138,shaking
11.629904,4.3734426,5.0154185,shaking
-1.543004,9.422833,3.0302546,shaking
-2.7666466,10.426351,4.1509466,shaking
2.5489955,3.0429425,1.161388,shaking
2.7638717,3.76047,3.7035685,shaking
1.5187474,4.8288817,3.8357377,shaking
7.261727,1.661401,3.1560833,shaking
0.540616,1.376423,-0.02079111,shaking
-0.112772934,0.24958141,4.1714954,shaking
13.244417,3.8248205,6.679297,shaking
-1.9208913,-0.9035618,3.9058301,shaking
9.525193,2.1657436,4.6085625,shaking
0.46845013,1.3757284,-0.0390343,shaking
2.6807897,3.813301,3.7112553,shaking
1.6486112,1.916202,2.5188274,shaking
2.7943869,1.539588,1.6873778,shaking
0.70576835,4.697375,4.7576756,shaking
10.222864,5.218554,2.82394,shaking
1.6742258,2.6700838,2.3118525,shaking
1.5676935,1.5600245,0.5269675,shaking
-0.4077018,2.3806407,0.03578505,shaking
1.0426884,7.956129,1.5144401,shaking
-2.8112347,-1.1478407,5.0297365,shaking
6.986623,1.6683627,3.4245667,shaking
7.7191553,1.9921329,3.7098444,shaking
1.7869941,7.022502,2.2637284,shaking
0.13524973,2.6760497,0.69887537,shaking
0.5671821,0.7892936,3.128767,shaking
2.0090146,6.3577924,1.302294,shaking
10.713663,3.8777766,5.0860147,shaking
1.7691078,1.8160013,2.662412,shaking
1.9367425,1.7240399,0.77680445,shaking
0.0835183,4.4060993,5.5373316,shaking
11.675355,6.1064796,5.154276,shaking
0.36306867,2.8664074,1.0481411,shaking
3.4103723,7.106116,1.4204774,shaking
-0.96281946,3.4394367,6.465296,shaking
0.93475515,1.4495133,0.10096727,shaking
0.504944,1.2619678,0.12451171,shaking
-0.7102603,4.420529,6.570129,shaking
7.5154953,5.309519,1.6979369,shaking
2.0582802,6.374256,1.2928689,shaking
0.81032705,1.4599615,0.04402793,shaking
11.9273205,5.973878,4.399496,shaking
-1.0536501,3.3579845,6.5475516,shaking
13.00849,5.008388,6.954894,shaking
8.320253,3.701435,5.5417233,shaking
-0.68365204,3.6093798,6.210347,shaking
1.5453084,7.486725,2.1670394,shaking
6.342074,3.4305902,4.2971177,shaking
-0.2749564,4.4316998,6.00742,shaking
0.801323,1.4407234,0.038800698,shaking
10.005948,2.036361,4.770275,shaking
-0.9726393,4.3698997,6.8807335,shaking
-2.7239625,10.448622,3.768772,shaking
-2.48979,-1.2203451,4.578262,shaking
-0.19854398,0.24562809,4.183057,shaking
1.2238904,4.568602,4.266049,shaking
10.813954,3.733831,5.3786635,shaking
5.0377464,1.4527874,2.9902558,shaking
0.5935213,0.33982447,3.5589175,shaking
1.4261842,2.2797434,2.8182561,shaking
-2.8713565,-1.2671736,4.375191,shaking
7.664485,2.9080393,4.82638,shaking
2.381979,1.8743714,1.083465,shaking
-0.06409784,1.3230762,1.6910098,shaking
6.386114,3.451696,4.5441856,shaking
9.594129,6.9083867,3.1214335,shaking
-0.95458955,4.3612547,6.8547897,shaking
6.7577705,2.8557124,2.3704607,shaking
11.428759,2.9293113,6.173429,shaking
-0.13296187,2.362807,0.24019897,shaking
-1.0782166,9.550301,2.8513472,shaking
1.0874587,4.629826,4.3825274,shaking
-0.7903008,9.206718,2.743901,shaking
-0.826407,2.0569565,-0.55436283,shaking
5.337861,6.603711,1.0057303,shaking
11.52435,6.071942,4.815191,shaking
-1.9834257,9.978165,3.4698417,shaking
-0.9676635,4.370984,6.8756094,shaking
0.83226115,1.2564421,0.30408746,shaking
9.26385,6.6771417,3.1557624,shaking
9.88629,6.123804,3.0105093,shaking
2.3087568,3.823964,3.7157423,shaking
1.5939733,5.1157656,3.5574336,shaking
13.133479,5.886755,5.5201616,shaking
2.2349308,1.8208687,0.97819424,shaking
-0.9786217,3.4120924,6.473155,shaking
1.4897048,1.4264666,0.69480026,shaking
0.76466393,1.5153935,-0.015712658,shaking
9.193116,1.7451886,3.452373,shaking
2.1929076,7.5651383,1.6105305,shaking
1.3032802,1.4810256,0.35760975,shaking
12.337522,4.777071,8.703608,shaking
-0.11599611,8.245011,2.5656767,shaking
10.119971,5.2064586,2.5794754,shaking
-0.35099238,2.4440696,0.1525666,shaking
1.7269403,4.1632156,3.9570198,shaking
-0.9188274,4.369518,6.8143954,shaking
9.842316,1.8915586,5.040621,shaking
0.120437466,4.502162,5.4900584,shaking
11.859203,4.561036,5.27478,shaking
4.0120416,6.338414,1.4023883,shaking
-0.28038195,4.3396535,5.9827304,shaking
0.7711049,1.2702935,0.24071218,shaking
7.5584655,5.5217237,1.6597842,shaking
-1.6511097,-0.47429594,5.206422,shaking
3.7304802,1.9188415,3.089572,shaking
10.976383,5.4357057,6.6617966,shaking
-0.7157111,4.412914,6.57673,shaking
-0.57175124,4.361216,6.368826,shaking
12.820043,3.879223,7.4971423,shaking
11.366221,6.0818677,5.754483,shaking
10.551938,5.901637,5.892071,shaking
-0.33438653,4.4302225,6.087009,shaking
-0.11936419,2.0491838,-0.09883908,shaking
11.245539,6.9198437,4.0368023,shaking
11.153041,6.5932574,3.504761,shaking
0.12714694,8.293243,1.9232719,shaking
6.753158,3.3410146,2.1668377,shaking
-2.634791,10.523095,4.794072,shaking
1.6719711,4.223708,3.9722395,shaking
12.648311,6.1817164,4.514168,shaking
-0.91238225,3.4345217,6.407526,shaking
3.1958272,3.0216787,2.4228768,shaking
6.646459,2.8152726,4.613371,shaking
0.17446488,4.4716854,5.43024,shaking
0.68178815,4.6877904,4.7896175,shaking
2.3148363,1.4339856,2.7636523,shaking
11.460397,6.578893,3.4608812,shaking
1.259075,0.70773834,3.7521951,shaking
6.069985,3.5202155,4.387103,shaking
-1.0750713,3.3369553,6.567855,shaking
11.233959,3.486225,7.3004675,shaking
2.3743546,6.2388544,1.2869608,shaking
-1.025193,4.3161755,6.930697,shaking
2.7647111,3.6781354,3.4128413,shaking
4.8568716,6.546104,1.9500384,shaking
12.947506,5.786663,6.1454325,shaking
-0.82312804,4.4078865,6.708186,shaking
12.343159,2.9495761,6.938817,shaking
-2.600312,10.224793,4.1730294,shaking
11.673561,2.066546,6.2056866,shaking
1.4357505,2.453937,2.6392307,shaking
8.647725,2.1923313,4.121703,shaking
-2.0363724,-0.9713958,3.9138813,shaking
-2.2707157,9.894761,3.8554807,shaking
1.936107,2.5045505,3.7952256,shaking
12.795992,5.419447,6.410895,shaking
3.8035283,1.5372683,2.2367823,shaking
12.449661,3.098683,7.3935256,shaking
1.2856836,0.79524904,3.7761452,shaking
1.8376169,6.557939,1.3186524,shaking
13.357635,4.9235334,7.127503,shaking
-0.08654527,0.4191248,3.4077964,shaking
1.5607953,7.439008,1.3018929,shaking
-0.53624445,1.9422203,-0.52177185,shaking
1.320928,4.547944,4.1747203,shaking
2.429104,1.4617717,2.9199588,shaking
-2.3006496,10.206286,3.0917838,shaking
3.2814019,6.178229,1.4156643,shaking
-0.0036131688,1.9623257,-0.092545256,shaking
11.251076,4.2785645,4.7876363,shaking
10.495693,2.9397032,5.4138923,shaking
9.536256,1.9428374,4.2585196,shaking
-0.5810194,4.3625426,6.384055,shaking
10.017641,5.942966,4.6204486,shaking
-0.64246655,2.0180316,-0.5306028,shaking
11.307186,5.58606,5.022588,shaking
-0.67868936,2.5728562,-0.041721568,shaking
7.648942,7.3582416,1.8081061,shaking
2.4242883,2.0324972,0.99171424,shaking
-2.482918,10.173383,4.440533,shaking
1.556116,4.5631337,3.9119093,shaking
7.6867847,7.1885295,1.4621055,shaking
0.6942333,1.2797874,0.17366235,shaking
0.44219244,2.9299219,1.1672852,shaking
-2.6860871,10.46295,4.5545464,shaking
11.492419,5.660765,5.510529,shaking
12.113659,4.642018,8.569245,shaking
-1.9437591,-0.5936345,5.354261,shaking
1.2526962,7.2818336,1.3569523,shaking
-0.8913062,4.3934417,6.787446,shaking
-2.8319712,-1.2045113,4.933172,shaking
11.427071,2.055974,5.8798046,shaking
9.483899,2.6793895,3.550768,shaking
11.600308,5.959947,5.7110696,shaking
12.387031,4.982857,8.615916,shaking
10.240232,6.555213,4.3299665,shaking
1.9096383,3.0646722,1.3698702,shaking
10.470953,1.9414188,5.979079,shaking
-0.92155457,4.373733,6.8183365,shaking
2.080976,3.914964,3.771186,shaking
-0.46870863,4.3739,6.2430243,shaking
-0.47791982,1.9426047,-0.47941592,shaking
-1.2358366,1.98817,-0.52993774,shaking
7.355357,4.4202676,4.782733,shaking
7.2400727,1.6332476,3.1950827,shaking
9.01863,6.611151,2.7824018,shaking
9.527337,1.9637033,3.1661172,shaking
11.276605,6.9056516,4.2107415,shaking
0.6075773,1.343164,0.049080424,shaking
-2.857,-1.2483679,4.2778687,shaking
0.4868042,1.3444929,-0.0034409515,shaking
9.763086,1.8965703,5.144322,shaking
0.09705327,4.4351983,5.518825,shaking
0.22849594,7.968196,2.6877177,shaking
7.6157317,6.9615183,1.5590388,shaking
3.8848183,1.7584392,2.7257645,shaking
-1.7954278,-0.8577907,3.9622521,shaking
-0.6055968,1.968301,-0.5468705,shaking
1.4714485,4.958795,3.7814224,shaking
1.4599518,1.4674166,0.55754197,shaking
0.15799946,4.5063996,5.443757,shaking
7.4798427,7.2495484,1.5498526,shaking
-1.5325407,9.984964,3.6554818,shaking
12.834839,3.8504293,6.4000688,shaking
-2.4111464,-1.1814941,4.677382,shaking
0.28374174,7.550767,1.6133599,shaking
6.0631566,6.5735497,1.0549105,shaking
-2.7759554,10.474963,4.029375,shaking
-0.97408515,4.3694844,6.883612,shaking
-0.99834174,3.4085772,6.4954605,shaking
-2.2039258,9.908142,3.6270082,shaking
-0.5963898,4.3575263,6.4061904,shaking
5.2156925,1.4517525,2.939363,shaking
-1.0489928,3.3660917,6.54482,shaking
-0.9998261,4.400608,6.908245,shaking
1.2334177,1.5068756,0.25344607,shaking
-0.8238655,4.426078,6.710241,shaking
-0.994881,3.396036,6.486571,shaking
5.608357,6.8119,1.680061,shaking
-0.6702937,2.562813,-0.045013696,shaking
2.155638,1.8304727,0.8980395,shaking
1.7460304,6.0792403,2.1812146,shaking
6.491017,2.9611661,4.613842,shaking
0.7932877,1.4173847,0.04537174,shaking
11.201462,6.623723,3.4142356,shaking
11.095327,3.4042697,5.6229424,shaking
2.7698405,3.625425,3.4267275,shaking
10.431316,7.186817,3.0763078,shaking
11.003979,3.6746771,5.5722203,shaking
8.628567,6.7826314,2.629249,shaking
2.9823036,1.5143719,2.7703228,shaking
10.560332,6.630741,4.4642115,shaking
1.0770842,4.552805,4.4233046,shaking
-0.16377398,4.332954,5.825908,shaking
-2.4529583,10.293234,4.6530933,shaking
9.518161,6.491665,1.9317142,shaking
3.7904205,1.9212003,3.099945,shaking
1.1420043,4.6380095,4.3190317,shaking
-1.7401285,9.928479,3.7530556,shaking
1.2045997,1.4419119,0.32191733,shaking
12.511836,3.5345328,6.605745,shaking
12.8877325,3.799259,7.562919,shaking
-2.545643,10.383418,4.696512,shaking
0.562015,1.3983849,-0.023452159,shaking
7.0232735,2.5527427,2.5806224,shaking
2.6197677,2.7845733,1.1617073,shaking
0.2976771,0.71000355,1.8084787,shaking
9.915734,6.6663237,2.9492776,shaking
-1.7673602,9.553239,3.8620665,shaking
-1.1757704,1.9980916,-0.5369358,shaking
0.19519265,4.4754143,5.4062033,shaking
-0.7016355,2.0181198,-0.55649185,shaking
10.241783,2.4514115,2.8641188,shaking
9.694968,1.5580459,4.4170914,shaking
11.060554,4.3364205,5.7148743,shaking
6.440077,6.1598344,1.2443134,shaking
0.16876009,4.437503,5.4437585,shaking
10.838004,2.9446707,5.742391,shaking
6.1971717,6.5134478,1.0318025,shaking
6.2050786,3.5370274,4.4630623,shaking
9.823611,6.8212647,3.6759841,shaking
-0.4479639,4.447914,6.248222,shaking
-0.7375749,9.142954,2.7200418,shaking
-0.9543498,3.5236192,6.4925656,shaking
8.397204,7.21412,1.5990078,shaking
-2.0345037,-0.7126854,5.3215904,shaking
-0.19051184,8.272744,2.6652832,shaking
1.6195024,4.2369485,4.0182366,shaking
-1.0079556,4.3290887,6.9134064,shaking
12.319771,6.327954,5.314317,shaking
8.7385435,1.4458104,4.235806,shaking
10.574513,5.294247,3.2793226,shaking
-1.8158778,9.826444,3.4807193,shaking
10.795375,5.1960354,3.4771051,shaking
3.2916367,3.0462182,2.426385,shaking
0.604417,1.2707154,0.1545977,shaking
1.5085661,4.911601,3.7731793,shaking
11.439318,5.4017563,4.8248386,shaking
12.819902,5.093451,6.2479057,shaking
-2.68985,10.414892,3.7204032,shaking
8.057161,7.4587784,1.9979044,shaking
1.3241171,0.75093704,3.7408907,shaking
8.491274,1.9906585,3.9669833,shaking
11.976518,4.427975,8.381067,shaking
1.8507047,1.7002889,0.69497883,shaking
0.16632754,8.81143,2.1278682,shaking
9.54901,5.4718475,2.7725394,shaking
-1.188666,2.0029666,-0.53849196,shaking
-0.032338496,0.53475416,3.6360962,shaking
-1.0520699,9.653364,2.8340116,shaking
2.036802,2.553292,3.3165262,shaking
-0.5467067,-0.08826195,3.744006,shaking
2.52793,3.5944138,3.561337,shaking
8.892221,6.625784,1.6380678,shaking
13.309599,5.419586,6.3673005,shaking
0.78817207,1.4197284,0.048454337,shaking
10.636513,1.9489039,5.9902725,shaking
1.7818105,4.1396065,3.9046373,shaking
11.289769,5.635765,6.645669,shaking
-2.469139,10.188812,4.516258,shaking
11.58582,6.8082905,4.412417,shaking
10.790665,5.6489244,6.3182225,shaking
1.7560658,7.1122794,1.5592653,shaking
7.1608744,4.182611,4.735335,shaking
12.066962,4.682171,6.1958303,shaking
-1.1719472,-0.505135,3.7018077,shaking
-0.35503116,1.987063,-0.3484449,shaking
9.983815,2.730196,4.195237,shaking
9.023753,3.742038,6.176487,shaking
9.852428,6.519684,2.3936555,shaking
-0.40363142,2.4201672,0.09630935,shaking
-0.29000986,4.453599,6.030751,shaking
0.3795707,0.16474098,3.4452698,shaking
12.401715,6.3504996,5.1673098,shaking
0.1706793,4.5115075,5.4273744,shaking
1.9869843,5.2677736,3.0321102,shaking
11.119485,3.6430287,5.6470146,shaking
0.38936305,3.2018783,1.2864271,shaking
2.7319996,3.8187156,3.7180371,shaking
-0.36555272,4.462178,6.128253,shaking
8.5054035,6.0625796,2.107102,shaking
4.628042,2.2550013,2.7394576,shaking
11.256495,6.6480813,3.4760973,shaking
1.2971369,4.5041976,4.2169614,shaking
11.852721,3.8145044,7.536331,shaking
13.003796,3.9395058,7.664464,shaking
12.579805,3.5224335,6.422778,shaking
6.8046565,1.6650579,3.2494006,shaking
7.288007,6.57274,1.5647076,shaking
0.1338705,4.4998155,5.4721284,shaking
10.113948,6.8273625,3.7442417,shaking
-0.48294124,4.4519134,6.2886734,shaking
-1.0654911,9.630132,2.8516412,shaking
2.5929222,2.0998251,1.0507904,shaking
10.126324,4.6611414,6.497023,shaking
2.5853424,3.918878,3.6560206,shaking
1.5210919,7.717583,2.4319553,shaking
-0.16644579,2.4333591,0.32572228,shaking
-0.33897963,4.3996296,6.086389,shaking
2.0493498,6.2490716,1.3284686,shaking
9.332345,6.776296,2.6374657,shaking
3.2007673,3.0207767,2.45958,shaking
4.3446255,3.695753,1.715062,shaking
3.7027113,1.6869454,1.8491263,shaking
0.5726353,1.3869644,-0.021722075,shaking
5.4765744,6.757087,1.8078575,shaking
-2.4518685,-1.1189007,4.8040667,shaking
3.5126,1.6591774,1.8012127,shaking
11.857608,4.429026,8.171274,shaking
9.930495,2.323132,2.8860226,shaking
10.1736765,1.6306933,3.7949986,shaking
-0.69297945,4.406364,6.549831,shaking
0.19569892,4.5710855,5.3802977,shaking
-0.23778422,1.3514255,2.3346984,shaking
0.7061261,1.2914858,0.1729345,shaking
11.350856,4.5980077,5.6087494,shaking
2.1689122,1.8652554,0.8807917,shaking
9.413859,6.8323326,2.602147,shaking
-2.2456644,-1.0027363,5.091431,shaking
2.9737341,2.1305995,3.4779215,shaking
0.5543668,0.92664635,3.4835181,shaking
10.985037,3.7875874,7.381832,shaking
10.224337,2.4725332,2.8267846,shaking
-0.9522164,4.3535438,6.8482447,shaking
2.7198095,3.246998,3.7200356,shaking
2.1594067,6.045386,1.3175912,shaking
-0.46420783,1.9385221,-0.47112527,shaking
3.5681574,6.1383758,1.5567523,shaking
-0.6850033,-0.18129632,3.7886577,shaking
2.2610276,1.6353542,1.1646739,shaking
-0.68062645,2.5791478,-0.043624982,shaking
-0.62459475,4.4727364,6.472549,shaking
2.6127586,1.2423322,2.335745,shaking
8.19864,7.1504426,1.4848838,shaking
10.934417,1.8559662,6.111812,shaking
-1.0160635,4.3254957,6.9233756,shaking
1.8630961,1.0848818,2.9393756,shaking
-1.0193813,4.332208,6.9290824,shaking
1.5330744,7.4712014,1.2862982,shaking
0.9827235,7.6424384,2.1705508,shaking
12.401491,3.0245824,7.3616266,shaking
12.531997,5.806158,4.598917,shaking
8.8975115,5.70576,2.0094283,shaking
2.0742087,1.3716284,2.789102,shaking
9.747064,1.8481373,3.3782787,shaking
-0.996262,3.426882,6.500792,shaking
7.927646,3.2956057,3.344447,shaking
2.5136938,2.0563123,1.0169067,shaking
9.189181,1.6917374,3.5329273,shaking
-0.29026654,4.4342537,6.0280814,shaking
-0.6194127,-0.15938622,3.4591563,shaking
5.9182806,1.4589599,3.25972,shaking
12.429418,5.8470707,4.536959,shaking
1.3638008,4.2771115,4.235438,shaking
0.9206036,1.4769605,0.08952707,shaking
0.05447253,0.559241,3.8553412,shaking
