x,y,category
6.766143,2.9337914,shaking
16.651316,1.1582017,shaking
0.45808512,-0.3662614,shaking
14.541756,3.6613822,shaking
15.851227,2.5717804,shaking
-1.4670163,2.8069944,shaking
-3.3605087,2.3095474,shaking
1.1991378,4.2472587,shaking
-0.68346065,2.0215948,shaking
4.7471943,8.01597,shaking
-0.1832096,5.5995235,shaking
-1.598692,5.9291453,shaking
6.836445,7.0525284,shaking
4.6126237,4.1181526,shaking
13.054131,3.9073174,shaking
7.0912147,9.117491,shaking
-2.7562432,1.6958205,shaking
12.4181,7.2900925,shaking
1.2676473,9.764993,shaking
11.602132,0.49480763,shaking
13.945616,4.884577,shaking
-3.345985,6.271529,shaking
-3.85289,-3.2633991,shaking
1.3758707,8.236516,shaking
8.121825,8.112749,shaking
14.232387,3.609898,shaking
0.39529464,1.7882046,shaking
8.154104,9.134397,shaking
5.495951,2.898235,shaking
0.2649546,5.2060113,shaking
9.514137,1.6517104,shaking
2.752977,3.2249303,shaking
-3.5102394,2.4179132,shaking
-2.7075758,6.307948,shaking
13.118737,3.3737917,shaking
9.812696,0.017005125,shaking
1.6511611,4.1388803,shaking
2.3445506,9.364464,shaking
-3.7379425,2.4801347,shaking
-3.6048563,2.4139588,shaking
1.3323255,3.624546,shaking
-2.847254,6.3452983,shaking
0.32706943,2.7129605,shaking
1.4900421,2.5519898,shaking
13.2261,1.6078593,shaking
5.82126,-0.065338545,shaking
-3.4406254,2.370507,shaking
0.57107794,2.385053,shaking
-1.5315864,5.9391336,shaking
2.0750098,1.9282242,shaking
-1.2515216,1.7975835,shaking
11.103424,-0.1022445,shaking
-2.100357,1.9649916,shaking
14.508214,5.6530504,shaking
-3.4926517,2.3991678,shaking
0.6898057,5.787433,shaking
9.847579,6.626951,shaking
-3.1776981,5.4595833,shaking
1.144651,4.1056128,shaking
-3.0625777,2.9619217,shaking
12.813804,0.6058333,shaking
-0.7812387,2.0227468,shaking
8.997753,0.72132784,shaking
-1.6933002,5.9901094,shaking
-3.363473,2.3794048,shaking
7.246094,0.2293612,shaking
-0.6312825,0.58089644,shaking
1.350605,0.43087214,shaking
-4.4595957,-3.0349412,shaking
-3.451348,2.3870811,shaking
13.468255,0.5948643,shaking
2.9681096,0.82772076,shaking
15.441556,5.722626,shaking
13.823569,1.9792871,shaking
15.656805,4.1952066,shaking
-3.4559436,6.2410073,shaking
8.91273,0.06874248,shaking
10.006981,7.721248,shaking
-3.5596714,-3.066027,shaking
-3.0535324,2.9829385,shaking
0.47946125,4.9301767,shaking
-3.9382699,2.6197643,shaking
7.8569403,1.7161375,shaking
-0.4973327,9.863056,shaking
-2.9024947,6.2451615,shaking
10.047369,8.256426,shaking
0.83659226,1.8491504,shaking
14.619362,3.4271595,shaking
0.6451666,2.429989,shaking
16.061378,2.8723683,shaking
-3.5830073,2.4299269,shaking
8.815058,7.514758,shaking
12.87503,4.4511,shaking
7.7412767,6.4085283,shaking
11.317178,6.487933,shaking
3.5054638,2.1465008,shaking
5.2737947,3.2279522,shaking
8.1247225,7.643791,shaking
10.870847,8.430696,shaking
14.488988,4.168119,shaking
4.6750693,3.5876057,shaking
-4.5133295,-1.8462657,shaking
12.936198,0.7486273,shaking
14.707596,3.8345428,shaking
-3.5213792,2.4081497,shaking
-1.9372597,1.9082224,shaking
3.9458754,8.983782,shaking
5.350475,1.5798161,shaking
-4.544384,-2.8526316,shaking
8.317679,0.48521364,shaking
2.5967164,1.4882809,shaking
1.3579249,4.139041,shaking
-3.6909297,-2.460647,shaking
15.77542,2.62616,shaking
-3.5563323,6.2038064,shaking
3.5889823,7.2158656,shaking
-4.623088,-2.8914716,shaking
14.799873,3.0448723,shaking
0.10988822,-0.44153494,shaking
-3.0636787,2.8695576,shaking
7.058393,8.859529,shaking
11.229672,1.5465944,shaking
5.251884,8.25222,shaking
1.0211279,8.421473,shaking
-3.0572917,2.954479,shaking
-1.0457125,1.9178997,shaking
10.565275,0.23264071,shaking
-4.3961444,-3.271899,shaking
1.1424727,4.3375587,shaking
-2.827513,12.727393,shaking
-0.81614816,5.9019094,shaking
-4.198355,-1.9812711,shaking
9.415045,2.357668,shaking
-0.5355528,-0.80206126,shaking
6.9410515,1.956264,shaking
4.6516886,3.5860186,shaking
-2.5894897,1.730384,shaking
-0.64763284,-1.2811888,shaking
7.0562234,7.446192,shaking
10.52052,6.5753284,shaking
-2.8250225,6.3586664,shaking
12.213073,6.6465716,shaking
12.405739,7.339939,shaking
-1.407835,5.979543,shaking
14.448773,2.9358218,shaking
13.782397,0.25089166,shaking
-2.716093,2.6215088,shaking
-3.498689,12.247293,shaking
-3.3092744,-2.5642655,shaking
-0.548534,10.507893,shaking
-4.5086226,-2.771865,shaking
13.873357,6.6772614,shaking
-1.7540829,5.973657,shaking
15.421218,3.841767,shaking
2.954285,2.59135,shaking
4.6155047,4.549848,shaking
-3.5470169,6.1864066,shaking
0.68566895,4.8982563,shaking
3.2335,1.1309869,shaking
6.0474205,2.0473554,shaking
9.5441885,0.613075,shaking
-2.628472,5.774659,shaking
12.340666,1.7329015,shaking
-3.2066276,6.3244853,shaking
-0.8341351,5.9237304,shaking
8.65932,0.919228,shaking
9.384453,1.9169881,shaking
10.419857,6.0212126,shaking
-3.9764357,2.6496804,shaking
10.3127575,6.078828,shaking
13.287457,3.2706668,shaking
-1.9238242,11.240002,shaking
-3.2552483,12.719998,shaking
3.7944088,4.547001,shaking
1.7136467,4.058626,shaking
0.56745344,5.5815587,shaking
6.664017,-0.24314058,shaking
-2.704218,1.7856063,shaking
-0.6124049,-1.7258197,shaking
15.178259,2.3423967,shaking
-3.1774378,-2.52604,shaking
10.002942,0.065978765,shaking
-2.7401166,1.7569077,shaking
1.6007948,4.111642,shaking
0.54544777,1.5872223,shaking
1.8808702,0.8493196,shaking
-0.65950996,5.89715,shaking
10.351137,6.065631,shaking
0.3369358,2.313745,shaking
-1.5904912,1.8349334,shaking
-2.9189444,2.763851,shaking
1.1061331,9.4643955,shaking
-4.6594167,-3.128208,shaking
6.4824634,-0.10201387,shaking
7.519686,1.0764999,shaking
1.5095532,8.070301,shaking
-1.9953283,2.7481399,shaking
-0.26345667,-0.42200324,shaking
2.6112301,9.314426,shaking
12.407604,2.9330773,shaking
0.7506074,1.4945558,shaking
-1.2418994,1.8801203,shaking
-1.7452761,5.9669356,shaking
13.782475,5.628559,shaking
-1.6342068,2.811461,shaking
3.2870548,8.034209,shaking
-3.2144673,5.4345045,shaking
-2.3782737,1.8388501,shaking
-2.6085937,1.575432,shaking
-3.0625465,6.3231626,shaking
6.886458,7.372533,shaking
2.6468647,9.301264,shaking
-2.494545,1.8834312,shaking
14.024234,6.1681237,shaking
-3.3655844,5.328042,shaking
15.560832,3.437849,shaking
8.008635,2.077076,shaking
-2.8851578,5.593736,shaking
1.0904003,8.49554,shaking
6.0295434,2.2260797,shaking
-2.4043577,6.1822686,shaking
-2.5198293,1.8487542,shaking
10.558412,0.19097346,shaking
-3.5422359,6.224199,shaking
-2.9580202,12.7727375,shaking
-4.131046,-2.9033906,shaking
-0.7140587,-1.7486197,shaking
0.14733827,5.4340534,shaking
12.573231,2.6886327,shaking
4.2439284,0.59681726,shaking
-0.0380516,-0.9870857,shaking
0.47751886,1.9598422,shaking
-4.0284486,-3.307512,shaking
7.524714,1.5907193,shaking
-0.7161797,1.9966239,shaking
-1.6617119,0.75510263,shaking
6.1557307,2.0944438,shaking
10.830174,7.784392,shaking
-3.5034885,6.2121406,shaking
5.2745523,3.168843,shaking
13.1653,1.4788537,shaking
-2.5920455,2.6521206,shaking
-1.3291214,11.196298,shaking
-0.061685592,5.607765,shaking
-1.1136281,10.853347,shaking
-3.7096453,2.4997735,shaking
5.3074217,8.5233965,shaking
13.498814,5.81592,shaking
-2.4508057,11.929455,shaking
-3.5322156,6.2472906,shaking
-2.3061662,1.6340617,shaking
10.318408,7.811095,shaking
10.680779,6.8257403,shaking
1.3852249,4.1802278,shaking
0.8103435,5.8607144,shaking
15.36674,5.345817,shaking
-0.88868093,1.8629535,shaking
-3.2332342,5.420224,shaking
-1.4936036,1.7062265,shaking
-2.530669,1.8780487,shaking
8.720275,1.1693696,shaking
1.9199953,8.458598,shaking
-1.9287711,1.850023,shaking
16.615095,1.0733007,shaking
-0.49015316,9.710209,shaking
10.187701,6.1996083,shaking
-2.8184133,2.7941208,shaking
0.7340607,4.7866154,shaking
-3.4270873,6.2444882,shaking
10.741789,0.026144817,shaking
-1.7201778,6.04477,shaking
13.645342,3.4011707,shaking
4.3862214,8.951055,shaking
-2.4192624,6.1116323,shaking
-2.3793826,1.614349,shaking
7.2863436,7.451426,shaking
-4.429853,-1.8672254,shaking
3.4468482,1.2949768,shaking
13.874465,4.6865873,shaking
-3.0968986,6.3076916,shaking
-2.8682823,6.2475505,shaking
15.5127125,2.0330794,shaking
13.767303,5.0917215,shaking
13.419367,5.786031,shaking
-2.5483549,6.218145,shaking
-2.8227046,2.347468,shaking
12.860299,7.0431285,shaking
12.528833,7.1576495,shaking
0.14482401,9.900271,shaking
4.87612,4.223066,shaking
-3.8984501,12.606525,shaking
0.66725886,4.8870373,shaking
14.700638,6.411486,shaking
-3.0990427,5.4835734,shaking
2.8076522,3.2990608,shaking
6.329741,1.3573339,shaking
-1.6141006,5.984728,shaking
-0.7026606,5.906558,shaking
1.3048152,1.1520487,shaking
12.759068,7.289503,shaking
0.5769604,-0.6791613,shaking
5.8354053,2.2342172,shaking
-3.3643591,5.327476,shaking
14.462112,0.72779804,shaking
3.016894,9.160149,shaking
-3.5734177,6.1878924,shaking
1.9162368,3.9940608,shaking
5.8882856,9.14542,shaking
15.303348,4.655379,shaking
-3.2815084,6.3096933,shaking
14.457542,1.3298331,shaking
-3.2388098,12.473817,shaking
13.222501,0.30438173,shaking
0.4209057,2.0501938,shaking
8.159321,-0.24957499,shaking
-3.2343183,-2.60325,shaking
-2.8663082,11.990917,shaking
1.4083171,2.7268305,shaking
15.192702,4.0332556,shaking
2.989299,0.8114259,shaking
14.952797,1.1523757,shaking
0.6222944,-0.631906,shaking
2.4647563,9.293698,shaking
15.894147,3.2718675,shaking
-0.8648764,-1.0985987,shaking
1.7953485,9.140817,shaking
-3.4498942,2.32959,shaking
0.276086,5.3642755,shaking
1.4702842,1.2366301,shaking
-2.1593542,12.403499,shaking
3.862354,9.027699,shaking
-2.7811947,2.267331,shaking
12.839237,3.207795,shaking
12.153951,1.6634172,shaking
9.771849,0.13477008,shaking
-2.862657,6.2119493,shaking
11.954972,5.5116897,shaking
-3.5471241,2.4255035,shaking
13.132163,4.749012,shaking
-3.0584486,2.9810765,shaking
8.179908,9.093892,shaking
-0.7380675,1.9897476,shaking
-3.4763336,12.310615,shaking
0.5906486,5.3326817,shaking
8.115064,8.896632,shaking
-2.503565,1.6848677,shaking
-1.4547333,2.8128085,shaking
-3.6835723,12.654072,shaking
13.59748,4.6762285,shaking
16.501093,0.94435287,shaking
-4.6248,-2.0060503,shaking
1.7456341,9.466148,shaking
-3.427769,6.269003,shaking
-4.5811815,-3.1497886,shaking
12.873192,0.32728547,shaking
9.443305,0.7033511,shaking
13.869319,4.9825287,shaking
16.867249,1.2335106,shaking
12.078346,6.471872,shaking
4.4452243,3.7164276,shaking
11.961684,0.36613244,shaking
-3.4731233,6.2229624,shaking
1.1512218,4.302153,shaking
-2.7333024,6.217833,shaking
-3.4059045,2.3360484,shaking
-3.9784389,2.6442385,shaking
6.9874682,2.866112,shaking
6.6770816,-0.23012237,shaking
9.808553,7.871521,shaking
8.849944,1.6699291,shaking
13.019299,6.9029994,shaking
-2.6216278,1.7340925,shaking
-3.9447951,-3.3187554,shaking
-2.711397,1.7208141,shaking
10.741974,0.044884812,shaking
-1.7298278,5.9955096,shaking
-0.13827379,9.053254,shaking
7.90159,8.718526,shaking
3.465892,1.1039535,shaking
-3.1270747,-2.4012916,shaking
-3.5139852,2.3580327,shaking
0.6170065,5.7493496,shaking
-1.6150609,1.7788843,shaking
-1.6501495,6.0341725,shaking
7.91509,8.994385,shaking
-2.3205135,11.750748,shaking
14.662843,2.4906065,shaking
-4.1627984,-2.8358533,shaking
1.3275208,9.808585,shaking
6.073104,8.39705,shaking
-3.183104,12.801533,shaking
-3.52006,6.234411,shaking
-3.2592933,5.410701,shaking
-2.6185918,11.9548235,shaking
-2.9388907,6.258607,shaking
4.424111,0.47412544,shaking
-3.3767266,5.3167424,shaking
-3.5430672,6.232611,shaking
-1.9868541,1.8931371,shaking
-3.2738664,6.3251967,shaking
-3.2758906,5.384526,shaking
5.93336,8.88948,shaking
-3.0616484,2.9637725,shaking
-1.0506127,1.9161171,shaking
1.6539867,7.8279047,shaking
6.1923695,1.5387284,shaking
-2.4739006,1.834598,shaking
12.499948,7.278851,shaking
12.892152,2.0934405,shaking
1.9219741,3.9101198,shaking
11.579881,7.880139,shaking
12.814626,2.4596436,shaking
9.330176,8.247827,shaking
2.129992,1.1714336,shaking
12.395381,6.458609,shaking
-0.08668455,5.5384192,shaking
-2.1881804,6.0399613,shaking
-3.727564,12.341077,shaking
9.9097805,7.579276,shaking
3.5505617,1.2997074,shaking
0.023725744,5.5819335,shaking
-2.598719,11.7165165,shaking
-1.9988629,1.8246939,shaking
14.504317,2.0949774,shaking
15.553429,1.9744431,shaking
-3.7770548,12.472225,shaking
-2.6684434,1.8016045,shaking
5.4173803,2.9563637,shaking
3.8402262,4.376801,shaking
-1.2518032,0.43045235,shaking
10.906011,7.4321713,shaking
-2.702981,11.314037,shaking
-3.9492006,2.619249,shaking
-1.5971853,5.99014,shaking
-3.6396163,2.4586167,shaking
9.377186,2.426001,shaking
10.029934,0.08711515,shaking
13.102242,3.450754,shaking
6.3913274,8.000858,shaking
-1.6499794,5.957074,shaking
12.559042,1.5357659,shaking
6.230091,8.315516,shaking
5.975533,2.220619,shaking
11.384978,7.3067055,shaking
-2.7412987,6.319884,shaking
-1.0356472,10.748932,shaking
-3.2433677,5.5403223,shaking
8.932655,8.687236,shaking
-4.649799,-2.142893,shaking
-0.6068971,9.731837,shaking
0.65325516,4.9350977,shaking
-3.5714753,6.1900253,shaking
14.500093,5.63473,shaking
8.777725,-0.048077308,shaking
10.879529,5.8914332,shaking
-2.3737042,11.655985,shaking
11.085894,5.695461,shaking
2.85189,3.365924,shaking
-2.5337276,1.6187297,shaking
0.63201374,5.6623116,shaking
13.151389,4.3929114,shaking
15.043641,3.8170388,shaking
-2.861369,12.752916,shaking
8.795679,9.046143,shaking
0.660294,-0.60567385,shaking
8.168291,-0.38244513,shaking
16.175854,0.84826636,shaking
-1.4101274,1.9081783,shaking
-0.029996265,10.394415,shaking
9.906695,6.404846,shaking
-3.9512835,2.627426,shaking
-0.725224,-1.1733667,shaking
-1.2573234,11.334537,shaking
1.1273482,2.4026234,shaking
-1.3903085,-1.7127253,shaking
1.6966479,3.8545802,shaking
9.220304,7.911259,shaking
15.736581,4.314547,shaking
-2.5299425,1.810898,shaking
12.097602,0.3147884,shaking
0.7838733,4.7467775,shaking
14.092051,4.7403693,shaking
-3.5448043,12.313414,shaking
13.371354,6.7756467,shaking
13.591636,4.957347,shaking
1.9195848,8.844699,shaking
6.85997,2.6578674,shaking
14.259912,3.346585,shaking
-2.2167034,-1.8669193,shaking
-3.221796,2.3739502,shaking
10.070023,0.58843446,shaking
10.703624,1.7869222,shaking
10.394583,7.4282856,shaking
-2.8576143,2.7963881,shaking
-2.42107,6.1969633,shaking
-0.26529264,-1.1063921,shaking
14.567097,5.8190975,shaking
-1.6128454,6.017954,shaking
1.2637699,6.050621,shaking
12.967311,2.3878493,shaking
-1.3437649,2.9419913,shaking
1.6690485,4.111909,shaking
-2.553415,6.261069,shaking
8.679313,7.599076,shaking
3.8037255,1.8994855,shaking
12.592337,7.275151,shaking
0.25516263,5.341208,shaking
15.198667,1.2084913,shaking
15.768867,1.9566481,shaking
14.4450655,2.15186,shaking
6.3119144,-0.1813308,shaking
7.4365673,8.389037,shaking
-1.680571,6.0293813,shaking
11.572458,7.186799,shaking
-2.7727358,6.325525,shaking
-1.2840348,11.306724,shaking
-0.6040893,2.0455294,shaking
11.280969,2.22659,shaking
1.5813694,4.272368,shaking
0.74558663,8.426455,shaking
-2.5663044,2.727948,shaking
-2.5678766,6.2021804,shaking
2.6432955,9.309949,shaking
10.256192,7.873552,shaking
2.7852647,3.3108253,shaking
4.082591,4.5728045,shaking
2.8573804,0.9636751,shaking
-2.6651344,1.7770606,shaking
6.031426,8.9755335,shaking
-4.3116107,-2.7737083,shaking
2.7078142,0.9398891,shaking
15.979389,0.89428705,shaking
9.012762,2.2552073,shaking
9.265852,1.4506276,shaking
-3.12344,6.320432,shaking
-1.5689667,6.035256,shaking
-1.5641466,0.09797373,shaking
-2.4796414,1.6703855,shaking
13.266456,3.5685248,shaking
-0.9575606,1.9210824,shaking
10.299745,7.9286666,shaking
-4.503609,-2.523837,shaking
2.201036,2.0975122,shaking
-0.26409727,-0.632308,shaking
14.636078,0.51634866,shaking
9.214804,2.4531677,shaking
-3.4961123,6.199815,shaking
1.7414987,3.4405155,shaking
2.8236673,9.235745,shaking
-3.4074397,2.330922,shaking
4.1402483,9.045302,shaking
-1.531885,-1.7868967,shaking
-0.8775625,1.7269069,shaking
-3.064433,2.9854543,shaking
-2.9959755,6.3634534,shaking
1.6062422,0.84203976,shaking
8.65118,8.738082,shaking
12.493853,0.1677256,shaking
-3.5746963,6.192222,shaking
0.9355429,0.6460528,shaking
-3.565105,6.2056723,shaking
1.792525,9.170888,shaking
0.710363,8.949182,shaking
14.922832,1.0245216,shaking
14.595076,6.1160374,shaking
9.024799,7.1236644,shaking
1.0549579,1.1168607,shaking
8.900891,1.6484606,shaking
-3.2794116,5.4068623,shaking
7.3051524,0.17021358,shaking
-0.68200016,2.0142946,shaking
8.72152,1.1411831,shaking
-2.4521005,6.2048965,shaking
-1.5555402,-1.6025021,shaking
5.2797303,0.2882857,shaking
14.533666,6.1616516,shaking
0.33774498,5.020459,shaking
-2.4169421,1.8733896,shaking
-0.58191675,-1.27611,shaking
-2.6915839,6.1907854,shaking
10.462331,-0.0011934857,shaking
-0.8192305,1.9533818,shaking
3.7988613,7.532225,shaking
-0.4682117,9.747513,shaking
0.051963594,5.567555,shaking
8.549564,6.9126735,shaking
-1.5913906,-0.95756704,shaking
1.0020196,1.1283971,shaking
-0.9468101,-0.8215467,shaking
-1.856439,1.9145242,shaking
1.7374301,8.9795685,shaking
2.6309845,9.234012,shaking
-2.5281878,1.8530225,shaking
-0.6229755,-1.7275817,shaking
7.5169888,6.5366683,shaking
5.9318786,1.3586005,shaking
14.697366,6.280287,shaking
-1.2387079,0.59862673,shaking
6.7297707,2.9435725,shaking
8.402392,8.794586,shaking
2.8077357,0.89599395,shaking
-0.46942663,-0.9972277,shaking
12.654144,7.3317304,shaking
-3.0212784,2.9825754,shaking
8.329868,1.5829873,shaking
15.711772,0.7442761,shaking
-0.54089963,10.502836,shaking
10.749439,6.9298778,shaking
-2.5440583,1.7676878,shaking
3.346363,7.33742,shaking
12.826889,2.7680888,shaking
6.962401,0.88489467,shaking
3.3583896,0.7968235,shaking
9.338543,0.6846368,shaking
5.69549,0.11912776,shaking
-2.8874323,6.2509527,shaking
10.931276,6.620002,shaking
-3.0327938,2.9793897,shaking
1.3851731,4.373742,shaking
-0.9759887,5.943595,shaking
6.7513547,2.9713752,shaking
-3.0002332,12.484584,shaking
-3.0060205,2.9584394,shaking
-3.5869691,2.419692,shaking
-3.0072527,2.9886136,shaking
15.956779,2.647164,shaking
-1.3019549,1.3508229,shaking
-4.0068727,2.6666481,shaking
4.581397,8.594679,shaking
5.830974,2.2481666,shaking
4.068967,4.2212324,shaking
-0.077637866,10.042229,shaking
8.363429,6.5742855,shaking
-0.053580925,0.32057074,shaking
-4.1927786,-2.8574958,shaking
8.209306,0.6791489,shaking
-1.908795,-0.1550421,shaking
0.12927195,1.7786963,shaking
-3.1341088,6.3360977,shaking
-0.94503003,-0.36610976,shaking
3.8434873,4.3513675,shaking
-2.4803603,1.7805021,shaking
7.6350074,8.302636,shaking
15.454618,5.625698,shaking
13.452357,0.83371633,shaking
-2.1369278,6.0505958,shaking
-2.7406375,1.8095987,shaking
-1.3068432,11.214853,shaking
-1.6969825,-0.41563842,shaking
-3.7162762,2.4951038,shaking
15.4245405,2.2440584,shaking
0.87511045,5.9661217,shaking
-2.3632958,6.0928035,shaking
-3.4881244,11.951111,shaking
-2.5431728,5.8907976,shaking
-1.9438455,1.9175195,shaking
-3.4893801,2.4059348,shaking
-2.2216146,1.9142894,shaking
9.093713,7.9333577,shaking
-0.6756768,0.6119164,shaking
-4.4309144,-3.325102,shaking
12.609994,6.7826204,shaking
10.572384,1.7452265,shaking
11.591934,7.8104978,shaking
6.0163217,1.9859303,shaking
6.5946097,8.22018,shaking
-3.1152937,5.480117,shaking
15.674983,3.604536,shaking
14.52452,1.3093884,shaking
15.942168,2.5614705,shaking
-1.5647088,1.7275687,shaking
-2.481561,1.7646056,shaking
6.029917,-0.18057592,shaking
-3.0925934,5.4890885,shaking
2.992552,9.024139,shaking
-4.356627,-2.5364263,shaking
-1.3784549,2.878343,shaking
1.6432518,7.8367357,shaking
-1.0887754,0.65769273,shaking
9.781004,1.0609466,shaking
1.663622,3.475825,shaking
-1.0431695,-0.35729265,shaking
11.707167,0.47210157,shaking
3.197433,0.8340506,shaking
10.847112,5.7440286,shaking
7.758721,8.836907,shaking
-3.680627,2.4315937,shaking
-1.6850773,1.8319029,shaking
0.5820136,-0.63159066,shaking
-3.9198492,-3.143869,shaking
-3.5925918,2.4245505,shaking
-2.5687585,2.7260451,shaking
8.687528,0.21971372,shaking
10.005009,-0.030263508,shaking
13.69334,0.45826423,shaking
-1.008427,1.4741203,shaking
7.2502866,7.4903717,shaking
-3.4773014,6.2153916,shaking
0.43266398,-0.15778042,shaking
5.5538087,2.8658235,shaking
11.855793,7.6938047,shaking
5.2898965,0.32376507,shaking
10.102751,8.686277,shaking
-3.6640701,12.362449,shaking
9.7662525,1.129004,shaking
0.34425908,-0.17780028,shaking
3.6546865,7.748059,shaking
10.485138,8.234114,shaking
-3.2991104,2.4324758,shaking
4.879234,8.810218,shaking
10.057003,0.59074455,shaking
0.33226863,5.1394534,shaking
-3.237623,11.950287,shaking
12.712761,0.6017381,shaking
14.936524,4.466249,shaking
14.614271,5.568543,shaking
-3.5627108,6.209697,shaking
14.659657,3.2415617,shaking
7.2518396,0.15304326,shaking
-1.2218429,1.3884963,shaking
0.2964434,9.075339,shaking
6.2236366,2.8014917,shaking
5.007756,3.753702,shaking
1.4973474,4.0013065,shaking
14.835954,6.370073,shaking
-2.5594008,1.8554379,shaking
11.882567,2.2057629,shaking
0.94758856,9.730696,shaking
7.0656776,1.7315686,shaking
-3.139636,6.3296742,shaking
5.1522036,0.2363869,shaking
12.242508,3.664867,shaking
-3.3933897,2.33379,shaking
14.870812,1.2153025,shaking
-3.8483076,2.5408797,shaking
6.3050303,7.5779295,shaking
14.769807,4.9544435,shaking
9.376443,0.71042967,shaking
-2.853983,12.596705,shaking
16.048294,2.9426746,shaking
-3.3371966,6.2885284,shaking
9.432316,6.8826137,shaking
0.031093694,10.065058,shaking
1.8234954,9.068914,shaking
0.33428362,5.0102134,shaking
14.655856,1.4180979,shaking
-3.994026,2.6614149,shaking
11.495137,0.2861348,shaking
-2.4939756,12.646012,shaking
13.587192,2.0398173,shaking
-2.992133,2.7347245,shaking
-1.1451193,1.9283959,shaking
-3.8710887,2.553771,shaking
0.662345,5.7245483,shaking
-1.4448566,1.8977451,shaking
-2.110014,6.0330324,shaking
7.02426,7.797673,shaking
7.9406757,8.931495,shaking
-3.9689643,2.6331775,shaking
-3.3947988,6.2816863,shaking
7.6687875,8.916219,shaking
-3.675949,2.4801736,shaking
-0.8598193,1.944417,shaking
-4.3813443,-1.8019646,shaking
-4.5306396,-2.8050678,shaking
-2.9092827,6.365486,shaking
14.8636875,2.8797288,shaking
13.391943,6.6301503,shaking
1.6727825,9.175932,shaking
13.947739,0.2989889,shaking
2.9359663,9.080394,shaking
0.59788793,2.059518,shaking
1.090431,4.3679514,shaking
-3.8720417,2.556231,shaking
14.660243,1.254499,shaking
7.039465,8.840029,shaking
-2.3686507,1.6131186,shaking
-3.0536337,5.509711,shaking
0.95604086,4.319328,shaking
16.596117,1.0407302,shaking
-2.1684546,6.0418735,shaking
-0.7860476,1.9780154,shaking
5.038457,3.6041849,shaking
12.770465,4.9627156,shaking
-2.3595004,11.797964,shaking
10.977275,-0.07485597,shaking
0.42769834,8.951102,shaking
-3.367926,2.3358452,shaking
8.394825,8.036657,shaking
-0.32362294,0.72397065,shaking
9.788419,8.2689085,shaking
7.123429,0.94126064,shaking
14.426355,6.1720676,shaking
3.5759165,9.0462885,shaking
11.1311655,-0.09015701,shaking
15.115739,2.9275348,shaking
0.42454886,5.6875315,shaking
5.349237,8.114168,shaking
-2.5447264,6.2440357,shaking
1.3178263,2.625144,shaking
4.0999236,4.1789804,shaking
-3.601909,12.425614,shaking
-2.1552818,6.0270457,shaking
10.414403,0.25409836,shaking
-3.26996,5.405325,shaking
1.5168748,3.6856868,shaking
-3.4744353,2.3368778,shaking
12.5742655,6.1745253,shaking
-3.1870272,5.4657903,shaking
1.1286472,4.5363116,shaking
-2.2432518,6.04283,shaking
-0.95847523,1.9564539,shaking
9.065344,2.516419,shaking
